id	category	gms_name	kms_name	icon
57038	Face	Harmless Face		
57039	Face	Nice Weather Face		
57040	Face	Want to Be Alone Face		
57041	Face	Unusually Clear Eyes Face		
57042	Face	Smiling Eyes Face		
57043	Face	Void Face	침묵 얼굴	
57044	Face	You're Beneath Me Face		
57045	Face	Crabby Face		
57046	Face	Heartthrob Face		
57047	Face	Not a Care Face		
57048	Face	Spirit Walker of the Five Planets Face		
57049	Face	Kinesis Face	키네시스 얼굴	
57050	Face	Galactic Night Face		
57051	Face	Listen Up Face		
57052	Face	Dewy-Eyed Face		
57053	Face	Wounded Look		
57054	Face	Shiny Face	반질한 얼굴	
57055	Face	Boogie Face		
57056	Face	I'm Not Serious Face		
57057	Face	Self-Assured Face		
57058	Face	I Don't Know Face		
57059	Face	Wild Hunter Face	와일드헌터 얼굴	
57069	Face	White-Eyed Akatsuki Warrior Face		
57070	Face	White-Eyed Spirit Walker of the Five Planets Face		
57073	Face	Ahem Face		
57074	Face	Happy Accident Face		
57075	Face	Empty Gaze Face	별비 얼굴	
57076	Face	Washed Face		
57077	Face	Mystic Cat Face		
57078	Face	Smiling Goat Face		
57079	Face	Teensy Apocalypse Face		
57085	Face	Argent Knight Face		
57086	Face	Fine Jewel Face		
57087	Face	Midday Smile Face		
57109	Face	Snake Eyes Face	나이프 얼굴	
57110	Face	Heart Eyes Face		
57111	Face	Elegance Face	엘레강스 얼굴	
57113	Face	Saintly Face		
57114	Face	So Done Face		
57115	Face	Flutter Lash Face		
57116	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57117	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57118	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57119	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57120	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57121	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57122	Face	Very Curious Face		
57123	Face	Really? Face		
57124	Face	Ready to Tussle Face		
57125	Face	Proud Inheritance Face		
57126	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57127	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57128	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57129	Face	Wet Blanket Face		
57130	Face	Challenge Accepted Face		
57131	Face	Panda Face	팬더 얼굴	
57133	Face	Akatsuki Warrior Face		
57134	Face	Berry Face	베리 얼굴	
57136	Face	Deep Sea Prince's Iris		
57137	Face	Concerned Face		
57138	Face	Harmless Face		
57139	Face	Nice Weather Face		
57140	Face	Want to Be Alone Face		
57141	Face	Unusually Clear Eyes Face		
57142	Face	Smiling Eyes Face		
57143	Face	Void Face	침묵 얼굴	
57144	Face	You're Beneath Me Face		
57145	Face	Crabby Face		
57146	Face	Heartthrob Face		
57147	Face	Not a Care Face		
57148	Face	Spirit Walker of the Five Planets Face		
57149	Face	Kinesis Face	키네시스 얼굴	
57150	Face	Galactic Night Face		
57151	Face	Listen Up Face		
57152	Face	Dewy-Eyed Face		
57153	Face	Wounded Look		
57154	Face	Shiny Face	반질한 얼굴	
57155	Face	Boogie Face		
57156	Face	I'm Not Serious Face		
57157	Face	Self-Assured Face		
57158	Face	I Don't Know Face		
57159	Face	Wild Hunter Face	와일드헌터 얼굴	
57169	Face	White-Eyed Akatsuki Warrior Face		
57170	Face	White-Eyed Spirit Walker of the Five Planets Face		
57173	Face	Ahem Face		
57174	Face	Happy Accident Face		
57175	Face	Empty Gaze Face	별비 얼굴	
57176	Face	Washed Face		
57177	Face	Mystic Cat Face		
57178	Face	Smiling Goat Face		
57179	Face	Teensy Apocalypse Face		
57185	Face	Argent Knight Face		
57186	Face	Fine Jewel Face		
57187	Face	Midday Smile Face		
57209	Face	Snake Eyes Face	나이프 얼굴	
57210	Face	Heart Eyes Face		
57211	Face	Elegance Face	엘레강스 얼굴	
57213	Face	Saintly Face		
57214	Face	So Done Face		
57215	Face	Flutter Lash Face		
57216	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57217	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57218	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57219	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57220	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57221	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57222	Face	Very Curious Face		
57223	Face	Really? Face		
57224	Face	Ready to Tussle Face		
57225	Face	Proud Inheritance Face		
57226	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57227	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57228	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57229	Face	Wet Blanket Face		
57230	Face	Challenge Accepted Face		
57231	Face	Panda Face	팬더 얼굴	
57233	Face	Akatsuki Warrior Face		
57234	Face	Berry Face	베리 얼굴	
57236	Face	Deep Sea Prince's Iris		
57237	Face	Concerned Face		
57238	Face	Harmless Face		
57239	Face	Nice Weather Face		
57240	Face	Want to Be Alone Face		
57241	Face	Unusually Clear Eyes Face		
57242	Face	Smiling Eyes Face		
57243	Face	Void Face	침묵 얼굴	
57244	Face	You're Beneath Me Face		
57245	Face	Crabby Face		
57246	Face	Heartthrob Face		
57247	Face	Not a Care Face		
57248	Face	Spirit Walker of the Five Planets Face		
57249	Face	Kinesis Face	키네시스 얼굴	
57250	Face	Galactic Night Face		
57251	Face	Listen Up Face		
57252	Face	Dewy-Eyed Face		
57253	Face	Wounded Look		
57254	Face	Shiny Face	반질한 얼굴	
57255	Face	Boogie Face		
57256	Face	I'm Not Serious Face		
57257	Face	Self-Assured Face		
57258	Face	I Don't Know Face		
57259	Face	Wild Hunter Face	와일드헌터 얼굴	
57269	Face	White-Eyed Akatsuki Warrior Face		
57270	Face	White-Eyed Spirit Walker of the Five Planets Face		
57273	Face	Ahem Face		
57274	Face	Happy Accident Face		
57275	Face	Empty Gaze Face	별비 얼굴	
57276	Face	Washed Face		
57277	Face	Mystic Cat Face		
57278	Face	Smiling Goat Face		
57279	Face	Teensy Apocalypse Face		
57285	Face	Argent Knight Face		
57286	Face	Fine Jewel Face		
57287	Face	Midday Smile Face		
57309	Face	Snake Eyes Face	나이프 얼굴	
57310	Face	Heart Eyes Face		
57311	Face	Elegance Face	엘레강스 얼굴	
57313	Face	Saintly Face		
57314	Face	So Done Face		
57315	Face	Flutter Lash Face		
57316	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57317	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57318	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57319	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57320	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57321	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57322	Face	Very Curious Face		
57323	Face	Really? Face		
57324	Face	Ready to Tussle Face		
57325	Face	Proud Inheritance Face		
57326	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57327	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57328	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57329	Face	Wet Blanket Face		
57330	Face	Challenge Accepted Face		
57331	Face	Panda Face	팬더 얼굴	
57333	Face	Akatsuki Warrior Face		
57334	Face	Berry Face	베리 얼굴	
57336	Face	Deep Sea Prince's Iris		
57337	Face	Concerned Face		
57338	Face	Harmless Face		
57339	Face	Nice Weather Face		
57340	Face	Want to Be Alone Face		
57341	Face	Unusually Clear Eyes Face		
57342	Face	Smiling Eyes Face		
57343	Face	Void Face	침묵 얼굴	
57344	Face	You're Beneath Me Face		
57345	Face	Crabby Face		
57346	Face	Heartthrob Face		
57347	Face	Not a Care Face		
57348	Face	Spirit Walker of the Five Planets Face		
57349	Face	Kinesis Face	키네시스 얼굴	
57350	Face	Galactic Night Face		
57351	Face	Listen Up Face		
57352	Face	Dewy-Eyed Face		
57353	Face	Wounded Look		
57354	Face	Shiny Face	반질한 얼굴	
57355	Face	Boogie Face		
57356	Face	I'm Not Serious Face		
57357	Face	Self-Assured Face		
57358	Face	I Don't Know Face		
57359	Face	Wild Hunter Face	와일드헌터 얼굴	
57369	Face	White-Eyed Akatsuki Warrior Face		
57370	Face	White-Eyed Spirit Walker of the Five Planets Face		
57373	Face	Ahem Face		
57374	Face	Happy Accident Face		
57375	Face	Empty Gaze Face	별비 얼굴	
57376	Face	Washed Face		
57377	Face	Mystic Cat Face		
57378	Face	Smiling Goat Face		
57379	Face	Teensy Apocalypse Face		
57385	Face	Argent Knight Face		
57386	Face	Fine Jewel Face		
57387	Face	Midday Smile Face		
57409	Face	Snake Eyes Face	나이프 얼굴	
57410	Face	Heart Eyes Face		
57411	Face	Elegance Face	엘레강스 얼굴	
57413	Face	Saintly Face		
57414	Face	So Done Face		
57415	Face	Flutter Lash Face		
57416	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57417	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57418	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57419	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57420	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57421	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57422	Face	Very Curious Face		
57423	Face	Really? Face		
57424	Face	Ready to Tussle Face		
57425	Face	Proud Inheritance Face		
57426	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57427	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57428	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57429	Face	Wet Blanket Face		
57430	Face	Challenge Accepted Face		
57431	Face	Panda Face	팬더 얼굴	
57433	Face	Akatsuki Warrior Face		
57434	Face	Berry Face	베리 얼굴	
57436	Face	Deep Sea Prince's Iris		
57437	Face	Concerned Face		
57438	Face	Harmless Face		
57439	Face	Nice Weather Face		
57440	Face	Want to Be Alone Face		
57441	Face	Unusually Clear Eyes Face		
57442	Face	Smiling Eyes Face		
57443	Face	Void Face	침묵 얼굴	
57444	Face	You're Beneath Me Face		
57445	Face	Crabby Face		
57446	Face	Heartthrob Face		
57447	Face	Not a Care Face		
57448	Face	Spirit Walker of the Five Planets Face		
57449	Face	Kinesis Face	키네시스 얼굴	
57450	Face	Galactic Night Face		
57451	Face	Listen Up Face		
57452	Face	Dewy-Eyed Face		
57453	Face	Wounded Look		
57454	Face	Shiny Face	반질한 얼굴	
57455	Face	Boogie Face		
57456	Face	I'm Not Serious Face		
57457	Face	Self-Assured Face		
57458	Face	I Don't Know Face		
57459	Face	Wild Hunter Face	와일드헌터 얼굴	
57469	Face	White-Eyed Akatsuki Warrior Face		
57470	Face	White-Eyed Spirit Walker of the Five Planets Face		
57473	Face	Ahem Face		
57474	Face	Happy Accident Face		
57475	Face	Empty Gaze Face	별비 얼굴	
57476	Face	Washed Face		
57477	Face	Mystic Cat Face		
57478	Face	Smiling Goat Face		
57479	Face	Teensy Apocalypse Face		
57485	Face	Argent Knight Face		
57486	Face	Fine Jewel Face		
57487	Face	Midday Smile Face		
57509	Face	Snake Eyes Face	나이프 얼굴	
57510	Face	Heart Eyes Face		
57511	Face	Elegance Face	엘레강스 얼굴	
57513	Face	Saintly Face		
57514	Face	So Done Face		
57515	Face	Flutter Lash Face		
57516	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57517	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57518	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57519	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57520	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57521	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57522	Face	Very Curious Face		
57523	Face	Really? Face		
57524	Face	Ready to Tussle Face		
57525	Face	Proud Inheritance Face		
57526	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57527	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57528	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57529	Face	Wet Blanket Face		
57530	Face	Challenge Accepted Face		
57531	Face	Panda Face	팬더 얼굴	
57533	Face	Akatsuki Warrior Face		
57534	Face	Berry Face	베리 얼굴	
57536	Face	Deep Sea Prince's Iris		
57537	Face	Concerned Face		
57538	Face	Harmless Face		
57539	Face	Nice Weather Face		
57540	Face	Want to Be Alone Face		
57541	Face	Unusually Clear Eyes Face		
57542	Face	Smiling Eyes Face		
57543	Face	Void Face	침묵 얼굴	
57544	Face	You're Beneath Me Face		
57545	Face	Crabby Face		
57546	Face	Heartthrob Face		
57547	Face	Not a Care Face		
57548	Face	Spirit Walker of the Five Planets Face		
57549	Face	Kinesis Face	키네시스 얼굴	
57550	Face	Galactic Night Face		
57551	Face	Listen Up Face		
57552	Face	Dewy-Eyed Face		
57553	Face	Wounded Look		
57554	Face	Shiny Face	반질한 얼굴	
57555	Face	Boogie Face		
57556	Face	I'm Not Serious Face		
57557	Face	Self-Assured Face		
57558	Face	I Don't Know Face		
57559	Face	Wild Hunter Face	와일드헌터 얼굴	
57569	Face	White-Eyed Akatsuki Warrior Face		
57570	Face	White-Eyed Spirit Walker of the Five Planets Face		
57573	Face	Ahem Face		
57574	Face	Happy Accident Face		
57575	Face	Empty Gaze Face	별비 얼굴	
57576	Face	Washed Face		
57577	Face	Mystic Cat Face		
57578	Face	Smiling Goat Face		
57579	Face	Teensy Apocalypse Face		
57585	Face	Argent Knight Face		
57586	Face	Fine Jewel Face		
57587	Face	Midday Smile Face		
57609	Face	Snake Eyes Face	나이프 얼굴	
57610	Face	Heart Eyes Face		
57611	Face	Elegance Face	엘레강스 얼굴	
57613	Face	Saintly Face		
57614	Face	So Done Face		
57615	Face	Flutter Lash Face		
57616	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57617	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57618	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57619	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57620	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57621	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57622	Face	Very Curious Face		
57623	Face	Really? Face		
57624	Face	Ready to Tussle Face		
57625	Face	Proud Inheritance Face		
57626	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57627	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57628	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57629	Face	Wet Blanket Face		
57630	Face	Challenge Accepted Face		
57631	Face	Panda Face	팬더 얼굴	
57633	Face	Akatsuki Warrior Face		
57634	Face	Berry Face	베리 얼굴	
57636	Face	Deep Sea Prince's Iris		
57637	Face	Concerned Face		
57638	Face	Harmless Face		
57639	Face	Nice Weather Face		
57640	Face	Want to Be Alone Face		
57641	Face	Unusually Clear Eyes Face		
57642	Face	Smiling Eyes Face		
57643	Face	Void Face	침묵 얼굴	
57644	Face	You're Beneath Me Face		
57645	Face	Crabby Face		
57646	Face	Heartthrob Face		
57647	Face	Not a Care Face		
57648	Face	Spirit Walker of the Five Planets Face		
57649	Face	Kinesis Face	키네시스 얼굴	
57650	Face	Galactic Night Face		
57651	Face	Listen Up Face		
57652	Face	Dewy-Eyed Face		
57653	Face	Wounded Look		
57654	Face	Shiny Face	반질한 얼굴	
57655	Face	Boogie Face		
57656	Face	I'm Not Serious Face		
57657	Face	Self-Assured Face		
57658	Face	I Don't Know Face		
57659	Face	Wild Hunter Face	와일드헌터 얼굴	
57669	Face	White-Eyed Akatsuki Warrior Face		
57670	Face	White-Eyed Spirit Walker of the Five Planets Face		
57673	Face	Ahem Face		
57674	Face	Happy Accident Face		
57675	Face	Empty Gaze Face	별비 얼굴	
57676	Face	Washed Face		
57677	Face	Mystic Cat Face		
57678	Face	Smiling Goat Face		
57679	Face	Teensy Apocalypse Face		
57685	Face	Argent Knight Face		
57686	Face	Fine Jewel Face		
57687	Face	Midday Smile Face		
57709	Face	Snake Eyes Face	나이프 얼굴	
57710	Face	Heart Eyes Face		
57711	Face	Elegance Face	엘레강스 얼굴	
57713	Face	Saintly Face		
57714	Face	So Done Face		
57715	Face	Flutter Lash Face		
57716	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
57717	Face	White-Eyed Sullen Face	백안 차차 얼굴	
57718	Face	White-Eyed Cartoon Face	백안 멍한 얼굴	
57719	Face	White-Eyed Lucid Face	백안 루시드 얼굴	
57720	Face	White-Eyed Mute Face	백안 뮤트 얼굴	
57721	Face	White-Eyed Constantly Curious Face	백안 한결같은 신비 얼굴	
57722	Face	Very Curious Face		
57723	Face	Really? Face		
57724	Face	Ready to Tussle Face		
57725	Face	Proud Inheritance Face		
57726	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
57727	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
57728	Face	Peaceful Damien Face	평화의 데미안 얼굴	
57729	Face	Wet Blanket Face		
57730	Face	Challenge Accepted Face		
57731	Face	Panda Face	팬더 얼굴	
57733	Face	Akatsuki Warrior Face		
57734	Face	Berry Face	베리 얼굴	
57736	Face	Deep Sea Prince's Iris		
57737	Face	Concerned Face		
57738	Face	Harmless Face		
57739	Face	Nice Weather Face		
57740	Face	Want to Be Alone Face		
57741	Face	Unusually Clear Eyes Face		
57742	Face	Smiling Eyes Face		
57743	Face	Void Face	침묵 얼굴	
57744	Face	You're Beneath Me Face		
57745	Face	Crabby Face		
57746	Face	Heartthrob Face		
57747	Face	Not a Care Face		
57748	Face	Spirit Walker of the Five Planets Face		
57749	Face	Kinesis Face	키네시스 얼굴	
57750	Face	Galactic Night Face		
57751	Face	Listen Up Face		
57752	Face	Dewy-Eyed Face		
57753	Face	Wounded Look		
57754	Face	Shiny Face	반질한 얼굴	
57755	Face	Boogie Face		
57756	Face	I'm Not Serious Face		
57757	Face	Self-Assured Face		
57758	Face	I Don't Know Face		
57759	Face	Wild Hunter Face	와일드헌터 얼굴	
57769	Face	White-Eyed Akatsuki Warrior Face		
57770	Face	White-Eyed Spirit Walker of the Five Planets Face		
57773	Face	Ahem Face		
57774	Face	Happy Accident Face		
57775	Face	Empty Gaze Face	별비 얼굴	
57776	Face	Washed Face		
57777	Face	Mystic Cat Face		
57778	Face	Smiling Goat Face		
57779	Face	Teensy Apocalypse Face		
57785	Face	Argent Knight Face		
57786	Face	Fine Jewel Face		
57787	Face	Midday Smile Face		
57809	Face	Snake Eyes Face		
57810	Face	Heart Eyes Face		
57813	Face	Saintly Face		
57814	Face	So Done Face		
57815	Face	Flutter Lash Face		
57822	Face	Very Curious Face		
57823	Face	Oh Really? Face		
57824	Face	Ready to Tussle Face		
57825	Face	Proud Inheritance Face		
57826	Face	Dancing Petals Ren Face		
57827	Face	Winter Blossoms Ren Face		
57829	Face	Wet Blanket Face		
57830	Face	Challenge Accepted Face		
57833	Face	Akatsuki Warrior Face		
57836	Face	Deep Sea Prince's Iris		
57837	Face	Concerned Face		
57838	Face	Harmless Face		
57839	Face	Nice Weather Face		
57840	Face	Want to Be Alone Face		
57841	Face	Unusually Clear Eyes Face		
57842	Face	Smiling Eyes Face		
57844	Face	You're Beneath Me Face		
57845	Face	Crabby Face		
57846	Face	Heartthrob Face		
57847	Face	Not a Care Face		
57848	Face	Spirit Walker of the Five Planets Face		
57849	Face	Kinesis Face		
57850	Face	Galactic Night Face		
57851	Face	Listen Up Face		
57852	Face	Dewy-Eyed Face		
57853	Face	Wounded Look		
57855	Face	Boogie Face		
57856	Face	I'm Not Serious Face		
57857	Face	Self-Assured Face		
57858	Face	I Don't Know Face		
57859	Face	Wild Hunter Face		
57869	Face	White-Eyed Akatsuki Warrior Face		
57870	Face	White-Eyed Spirit Walker of the Five Planets Face		
57873	Face	Ahem Face		
57874	Face	Happy Accident Face		
57876	Face	Washed Face		
57877	Face	Mystic Cat Face		
57878	Face	Smiling Goat Face		
57879	Face	Teensy Apocalypse Face		
57885	Face	Argent Knight Face		
57886	Face	Fine Jewel Face		
57887	Face	Midday Smile Face		
58000	Face	True Treasure Face		
58001	Face	Tanjiro Face	탄지로 얼굴	
58002	Face	Zenitsu Face	젠이츠 얼굴	
58003	Face	Giyu Face	기유 얼굴	
58004	Face	Kyojuro Face	쿄쥬로 얼굴	
58005	Face	Tengen Face	텐겐 얼굴	
58006	Face	Muzan Face	무잔 얼굴	
58007	Face	Slay Queen Face		
58008	Face	Do-or-Die Face		
58009	Face	Calm Eileen Face	차분한 아일린 얼굴	
58010	Face	What Face	뭘요 얼굴	
58011	Face	Althea Face		
58012	Face	Whoa Face		
58013	Face	Precocious Face		
58022	Face	100% Chance of Tears Face	몽글 얼굴	
58023	Face	Hinya Face		
58024	Face	Pumpkin Eyes Face		
58025	Face	Fierce Plump Lips Face		
58026	Face	Snake Eyes Face	나이프 얼굴	
58027	Face	Heart Eyes Face		
58028	Face	No More Face	배불러 얼굴	
58029	Face	Tiny Fiery Face		
58030	Face	Th-That... Face		
58031	Face	Elegance Face	엘레강스 얼굴	
58032	Face	Saintly Face		
58033	Face	So Done Face		
58034	Face	Flutter Lash Face		
58035	Face	White-Eyed Still Eyed Face	백안 조용한 눈 얼굴	
58036	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
58037	Face	White-Eyed Not-So-Chucklehead Face	백안 차분한 헤헤 얼굴	
58038	Face	White-Eyed Existentially Tired Face	백안 졸린 얼굴	
58039	Face	White-Eyed Sleepy Time Face	백안 졸린 조용한 얼굴	
58040	Face	White-Eyed Sullen Face	백안 차차 얼굴	
58041	Face	Very Curious Face		
58042	Face	Really? Face		
58043	Face	Sia Astelle Face		
58044	Face	Ready to Tussle Face		
58045	Face	Proud Inheritance Face		
58046	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
58047	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
58048	Face	Wet Blanket Face		
58049	Face	Challenge Accepted Face		
58050	Face	Panda Face	팬더 얼굴	
58051	Face	Akatsuki Warrior Face		
58052	Face	Berry Face	베리 얼굴	
58053	Face	Deep Sea Princess's Iris		
58054	Face	Concerned Face		
58055	Face	Harmless Face		
58056	Face	Nice Weather Face		
58057	Face	Want to Be Alone Face		
58058	Face	Unusually Clear Eyes Face		
58059	Face	Smiling Eyes Face		
58060	Face	Abyss Face	심연 얼굴	
58069	Face	Deer Eyes Face		
58070	Face	Confounded Face		
58071	Face	Shiny Face	반질한 얼굴	
58072	Face	Boogie Face		
58073	Face	I'm Not Serious Face		
58074	Face	Self-Assured Face		
58075	Face	I Don't Know Face		
58076	Face	Wild Hunter Face	와일드헌터 얼굴	
58077	Face	You're Beneath Me Face		
58078	Face	Crabby Face		
58079	Face	Heartthrob Face		
58080	Face	Not a Care Face		
58081	Face	Spirit Walker of the Five Planets Face		
58082	Face	Kinesis Face	키네시스 얼굴	
58083	Face	Galactic Night Face		
58084	Face	Listen Up Face		
58085	Face	White-Eyed Akatsuki Warrior Face		
58086	Face	White-Eyed Spirit Walker of the Five Planets Face		
58089	Face	Ahem Face		
58090	Face	Happy Accident Face		
58091	Face	Empty Gaze Face	별비 얼굴	
58092	Face	Washed Face		
58093	Face	Mystic Cat Face		
58094	Face	Smiling Goat Face		
58095	Face	Teensy Apocalypse Face		
58100	Face	True Treasure Face		
58101	Face	Tanjiro Face	탄지로 얼굴	
58102	Face	Zenitsu Face	젠이츠 얼굴	
58103	Face	Giyu Face	기유 얼굴	
58104	Face	Kyojuro Face	쿄쥬로 얼굴	
58105	Face	Tengen Face	텐겐 얼굴	
58106	Face	Muzan Face	무잔 얼굴	
58107	Face	Slay Queen Face		
58108	Face	Do-or-Die Face		
58109	Face	Calm Eileen Face	차분한 아일린 얼굴	
58110	Face	What Face	뭘요 얼굴	
58111	Face	Althea Face		
58112	Face	Whoa Face		
58113	Face	Precocious Face		
58122	Face	100% Chance of Tears Face	몽글 얼굴	
58123	Face	Hinya Face		
58124	Face	Pumpkin Eyes Face		
58125	Face	Fierce Plump Lips Face		
58126	Face	Snake Eyes Face	나이프 얼굴	
58127	Face	Heart Eyes Face		
58128	Face	No More Face	배불러 얼굴	
58129	Face	Tiny Fiery Face		
58130	Face	Th-That... Face		
58131	Face	Elegance Face	엘레강스 얼굴	
58132	Face	Saintly Face		
58133	Face	So Done Face		
58134	Face	Flutter Lash Face		
58135	Face	White-Eyed Still Eyed Face	백안 조용한 눈 얼굴	
58136	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
58137	Face	White-Eyed Not-So-Chucklehead Face	백안 차분한 헤헤 얼굴	
58138	Face	White-Eyed Existentially Tired Face	백안 졸린 얼굴	
58139	Face	White-Eyed Sleepy Time Face	백안 졸린 조용한 얼굴	
58140	Face	White-Eyed Sullen Face	백안 차차 얼굴	
58141	Face	Very Curious Face		
58142	Face	Really? Face		
58143	Face	Sia Astelle Face		
58144	Face	Ready to Tussle Face		
58145	Face	Proud Inheritance Face		
58146	Face	Dancing Petals Ren Face	홍매화 렌 얼굴	
58147	Face	Winter Blossoms Ren Face	설매화 렌 얼굴	
58148	Face	Wet Blanket Face		
58149	Face	Challenge Accepted Face		
58150	Face	Panda Face	팬더 얼굴	
58151	Face	Akatsuki Warrior Face		
58152	Face	Berry Face	베리 얼굴	
58153	Face	Deep Sea Princess's Iris		
58154	Face	Concerned Face		
58155	Face	Harmless Face		
58156	Face	Nice Weather Face		
58157	Face	Want to Be Alone Face		
58158	Face	Unusually Clear Eyes Face		
58159	Face	Smiling Eyes Face		
58160	Face	Abyss Face	심연 얼굴	
58169	Face	Deer Eyes Face		
58170	Face	Confounded Face		
58171	Face	Shiny Face	반질한 얼굴	
58172	Face	Boogie Face		
58173	Face	I'm Not Serious Face		
58174	Face	Self-Assured Face		
58175	Face	I Don't Know Face		
58176	Face	Wild Hunter Face	와일드헌터 얼굴	
58177	Face	You're Beneath Me Face		
58178	Face	Crabby Face		
58179	Face	Heartthrob Face		
58180	Face	Not a Care Face		
58181	Face	Spirit Walker of the Five Planets Face		
58182	Face	Kinesis Face	키네시스 얼굴	
58183	Face	Galactic Night Face		
58184	Face	Listen Up Face		
58185	Face	White-Eyed Akatsuki Warrior Face		
58186	Face	White-Eyed Spirit Walker of the Five Planets Face		
58189	Face	Ahem Face		
58190	Face	Happy Accident Face		
58191	Face	Empty Gaze Face	별비 얼굴	
58192	Face	Washed Face		
58193	Face	Mystic Cat Face		
58194	Face	Smiling Goat Face		
58195	Face	Teensy Apocalypse Face		
58200	Face	True Treasure Face		
58201	Face	Tanjiro Face	탄지로 얼굴	
58202	Face	Zenitsu Face	젠이츠 얼굴	
58203	Face	Giyu Face	기유 얼굴	
58204	Face	Kyojuro Face	쿄쥬로 얼굴	
58205	Face	Tengen Face	텐겐 얼굴	
58206	Face	Muzan Face	무잔 얼굴	
58207	Face	Slay Queen Face		
58208	Face	Do-or-Die Face		
58209	Face	Calm Eileen Face	차분한 아일린 얼굴	
58210	Face	What Face	뭘요 얼굴	
58211	Face	Althea Face		
58212	Face	Whoa Face		
58213	Face	Precocious Face		
58222	Face	100% Chance of Tears Face	몽글 얼굴	
58223	Face	Hinya Face		
58224	Face	Pumpkin Eyes Face		
58225	Face	Fierce Plump Lips Face		
58226	Face	Snake Eyes Face	나이프 얼굴	
58227	Face	Heart Eyes Face		
58228	Face	No More Face	배불러 얼굴	
58229	Face	Tiny Fiery Face		
58230	Face	Th-That... Face		
58231	Face	Elegance Face	엘레강스 얼굴	
58232	Face	Saintly Face		
58233	Face	So Done Face		
58234	Face	Flutter Lash Face		
58235	Face	White-Eyed Still Eyed Face	백안 조용한 눈 얼굴	
58236	Face	White-Eyed Calm Lucid Face	백안 차분한 루시드 얼굴	
